Country_code_9_digit,Country_code,Country_name,Region_code_9_digit,Region_code,Region_name,LAD_code_9_digit,LAD_code,LAD_name,IDACI_decile,Rurality,A1A4den_13,KS4_LEVEL2_13,KS4_LEVEL2_EM_13,KS4_LEVEL1_13,KS4_LEVEL1_EM_13,KS4_L2BASICS_13,KS4_EBACC_E_13,KS4_EBACC_13
E92000001,921,England,E12000008,J,South East,E06000037,00MB,West Berkshire UA,,,1684,1293,1050,1632,1606,1065,789,505
E92000001,921,England,E12000008,J,South East,E06000040,00ME,Windsor and Maidenhead UA,,,1368,1221,1003,1333,1321,1014,689,511
E92000001,921,England,E12000008,J,South East,E06000041,00MF,Wokingham UA,,,1665,1467,1247,1623,1614,1266,667,547
E92000001,921,England,E12000008,J,South East,E07000004,11UB,Aylesbury Vale,,,1992,1648,1304,1917,1896,1320,726,562
E92000001,921,England,E12000008,J,South East,E07000005,11UC,Chiltern,,,1061,941,810,1037,1031,816,419,345
E92000001,921,England,E12000008,J,South East,E07000006,11UE,South Bucks,,,685,571,520,669,665,528,342,276
E92000001,921,England,E12000008,J,South East,E07000007,11UF,Wycombe,,,1850,1537,1279,1793,1779,1298,763,626
E92000001,921,England,E12000008,J,South East,E07000061,21UC,Eastbourne,,,1026,891,605,979,952,607,243,166
E92000001,921,England,E12000008,J,South East,E07000062,21UD,Hastings,,,1046,849,516,983,951,526,187,125
E92000001,921,England,E12000008,J,South East,E07000063,21UF,Lewes,,,1001,809,627,967,956,631,329,216
E92000001,921,England,E12000008,J,South East,E07000064,21UG,Rother,,,929,730,567,888,867,584,295,199
E92000001,921,England,E12000008,J,South East,E07000065,21UH,Wealden,,,1491,1296,1041,1426,1411,1048,571,395
E92000001,921,England,E12000008,J,South East,E07000084,24UB,Basingstoke and Deane,,,1847,1417,1031,1761,1733,1042,619,408
E92000001,921,England,E12000008,J,South East,E07000085,24UC,East Hampshire,,,1209,1057,783,1171,1155,786,494,342
E92000001,921,England,E12000008,J,South East,E07000086,24UD,Eastleigh,,,1423,1172,908,1368,1363,916,479,367
E92000001,921,England,E12000008,J,South East,E07000087,24UE,Fareham,,,1175,945,775,1141,1134,789,509,312
E92000001,921,England,E12000008,J,South East,E07000088,24UF,Gosport,,,878,687,438,842,825,445,183,107
E92000001,921,England,E12000008,J,South East,E07000089,24UG,Hart,,,966,829,703,948,941,708,538,396
E92000001,921,England,E12000008,J,South East,E07000090,24UH,Havant,,,1314,1000,636,1246,1233,648,295,182
E92000001,921,England,E12000008,J,South East,E07000091,24UJ,New Forest,,,1752,1313,1034,1672,1641,1056,721,425
E92000001,921,England,E12000008,J,South East,E07000092,24UL,Rushmoor,,,983,712,491,938,920,495,373,196
E92000001,921,England,E12000008,J,South East,E07000093,24UN,Test Valley,,,1272,993,801,1219,1203,816,491,369
E92000001,921,England,E12000008,J,South East,E07000094,24UP,Winchester,,,1139,939,797,1114,1106,807,535,407
E92000001,921,England,E12000008,J,South East,E07000105,29UB,Ashford,,,1428,1212,839,1375,1345,843,526,349
E92000001,921,England,E12000008,J,South East,E07000106,29UC,Canterbury,,,1497,1264,896,1427,1407,906,592,344
E92000001,921,England,E12000008,J,South East,E07000107,29UD,Dartford,,,1124,995,767,1086,1076,772,475,289
E92000001,921,England,E12000008,J,South East,E07000108,29UE,Dover,,,1285,1037,684,1214,1185,696,373,263
E92000001,921,England,E12000008,J,South East,E07000109,29UG,Gravesham,,,1258,1106,813,1210,1194,816,420,279
E92000001,921,England,E12000008,J,South East,E07000110,29UH,Maidstone,,,1622,1475,1093,1573,1556,1094,698,481
E92000001,921,England,E12000008,J,South East,E07000111,29UK,Sevenoaks,,,1069,948,744,1042,1029,749,478,320
E92000001,921,England,E12000008,J,South East,E07000112,29UL,Shepway,,,1225,1090,734,1161,1133,738,312,210
E92000001,921,England,E12000008,J,South East,E07000113,29UM,Swale,,,1691,1453,978,1626,1597,985,585,357
E92000001,921,England,E12000008,J,South East,E07000114,29UN,Thanet,,,1671,1322,952,1580,1535,973,596,311
E92000001,921,England,E12000008,J,South East,E07000115,29UP,Tonbridge and Malling,,,1436,1283,992,1386,1366,1000,523,375
E92000001,921,England,E12000008,J,South East,E07000116,29UQ,Tunbridge Wells,,,1179,1017,848,1133,1116,861,600,471
E92000001,921,England,E12000008,J,South East,E07000177,38UB,Cherwell,,,1464,1152,842,1400,1374,852,426,263
E92000001,921,England,E12000008,J,South East,E07000178,38UC,Oxford,,,1069,804,597,1013,990,603,360,280
E92000001,921,England,E12000008,J,South East,E07000179,38UD,South Oxfordshire,,,1290,942,799,1233,1219,820,521,364
E92000001,921,England,E12000008,J,South East,E07000180,38UE,Vale of White Horse,,,1173,957,776,1139,1124,789,409,288
E92000001,921,England,E12000008,J,South East,E07000181,38UF,West Oxfordshire,,,1114,855,710,1074,1062,719,422,298
E92000001,921,England,E12000008,J,South East,E07000207,43UB,Elmbridge,,,909,789,654,880,876,663,569,380
E92000001,921,England,E12000008,J,South East,E07000208,43UC,Epsom and Ewell,,,817,722,606,789,785,609,430,302
E92000001,921,England,E12000008,J,South East,E07000209,43UD,Guildford,,,1122,934,767,1066,1053,783,462,342
E92000001,921,England,E12000008,J,South East,E07000210,43UE,Mole Valley,,,838,719,604,813,806,614,471,330
E92000001,921,England,E12000008,J,South East,E07000211,43UF,Reigate and Banstead,,,1293,1043,834,1237,1231,850,492,318
E92000001,921,England,E12000008,J,South East,E07000212,43UG,Runnymede,,,700,624,492,676,664,497,303,186
E92000001,921,England,E12000008,J,South East,E07000213,43UH,Spelthorne,,,894,721,538,856,845,553,390,208
E92000001,921,England,E12000008,J,South East,E07000214,43UJ,Surrey Heath,,,920,758,621,887,883,632,424,300
E92000001,921,England,E12000008,J,South East,E07000215,43UK,Tandridge,,,803,654,536,770,760,547,285,198
E92000001,921,England,E12000008,J,South East,E07000216,43UL,Waverley,,,995,835,701,961,953,710,471,347
E92000001,921,England,E12000008,J,South East,E07000217,43UM,Woking,,,910,793,642,875,862,651,429,291
E92000001,921,England,E12000008,J,South East,E07000223,45UB,Adur,,,622,501,326,580,575,328,113,77
E92000001,921,England,E12000008,J,South East,E07000224,45UC,Arun,,,1504,1106,777,1404,1378,792,297,202
E92000001,921,England,E12000008,J,South East,E07000225,45UD,Chichester,,,1037,867,676,992,989,688,284,201
E92000001,921,England,E12000008,J,South East,E07000226,45UE,Crawley,,,1260,944,632,1184,1168,651,363,203
E92000001,921,England,E12000008,J,South East,E07000227,45UF,Horsham,,,1316,1170,977,1291,1281,980,560,415
E92000001,921,England,E12000008,J,South East,E07000228,45UG,Mid Sussex,,,1379,1074,894,1334,1325,901,695,452
E92000001,921,England,E12000008,J,South East,E07000229,45UH,Worthing,,,1088,830,625,1038,1021,631,252,159
E92000001,921,England,E12000009,K,South West,E06000022,00HA,Bath and North East Somerset UA,,,1703,1402,1073,1629,1613,1080,771,534
E92000001,921,England,E12000009,K,South West,E06000028,00HN,Bournemouth UA,,,1586,1338,967,1522,1487,986,519,321
E92000001,921,England,E12000009,K,South West,E06000023,00HB,"Bristol, City of UA",,,3800,3041,1960,3534,3445,1977,974,609
E92000001,921,England,E12000009,K,South West,E06000052,00HE,Cornwall UA,,,5855,4579,3523,5685,5588,3604,2250,1300
E92000001,921,England,E12000009,K,South West,E06000053,00HF,Isles of Scilly UA,,,21,18,17,21,x,17,9,7
E92000001,921,England,E12000009,K,South West,E06000024,00HC,North Somerset UA,,,2176,1687,1296,2091,2060,1313,702,448
E92000001,921,England,E12000009,K,South West,E06000026,00HG,Plymouth UA,,,2701,2306,1588,2596,2558,1606,904,551
E92000001,921,England,E12000009,K,South West,E06000029,00HP,Poole UA,,,1540,1237,920,1466,1455,939,555,376
E92000001,921,England,E12000009,K,South West,E06000025,00HD,South Gloucestershire UA,,,3134,2558,1874,3002,2956,1900,1159,700
E92000001,921,England,E12000009,K,South West,E06000030,00HX,Swindon UA,,,2445,1859,1397,2334,2292,1429,756,432
E92000001,921,England,E12000009,K,South West,E06000027,00HH,Torbay UA,,,1403,1114,801,1354,1325,812,433,284
E92000001,921,England,E12000009,K,South West,E06000054,00HY,Wiltshire UA,,,5301,4224,3244,5095,4929,3285,1706,1161
E92000001,921,England,E12000009,K,South West,E07000040,18UB,East Devon,,,1405,1054,827,1347,1334,839,561,377
E92000001,921,England,E12000009,K,South West,E07000041,18UC,Exeter,,,1047,872,638,1017,997,647,510,238
E92000001,921,England,E12000009,K,South West,E07000042,18UD,Mid Devon,,,851,643,556,825,819,568,330,218
E92000001,921,England,E12000009,K,South West,E07000043,18UE,North Devon,,,1042,715,575,984,975,585,385,224
E92000001,921,England,E12000009,K,South West,E07000044,18UG,South Hams,,,973,848,673,940,924,678,472,323
E92000001,921,England,E12000009,K,South West,E07000045,18UH,Teignbridge,,,1407,1171,868,1368,1349,882,557,345
E92000001,921,England,E12000009,K,South West,E07000046,18UK,Torridge,,,675,475,338,641,628,349,200,137
E92000001,921,England,E12000009,K,South West,E07000047,18UL,West Devon,,,548,464,355,535,524,357,333,201
E92000001,921,England,E12000009,K,South West,E07000048,19UC,Christchurch,,,462,370,291,446,445,300,192,125
E92000001,921,England,E12000009,K,South West,E07000049,19UD,East Dorset,,,899,671,546,883,866,557,297,210
E92000001,921,England,E12000009,K,South West,E07000050,19UE,North Dorset,,,689,522,414,675,668,422,270,166
E92000001,921,England,E12000009,K,South West,E07000051,19UG,Purbeck,,,489,339,282,480,469,286,240,147
E92000001,921,England,E12000009,K,South West,E07000052,19UH,West Dorset,,,1056,850,673,1025,1011,676,582,350
E92000001,921,England,E12000009,K,South West,E07000053,19UJ,Weymouth and Portland,,,712,530,379,676,661,388,253,114
E92000001,921,England,E12000009,K,South West,E07000078,23UB,Cheltenham,,,1067,907,687,1024,961,694,392,305
E92000001,921,England,E12000009,K,South West,E07000079,23UC,Cotswold,,,879,726,584,849,831,592,363,277
E92000001,921,England,E12000009,K,South West,E07000080,23UD,Forest of Dean,,,944,710,518,905,885,528,258,143
E92000001,921,England,E12000009,K,South West,E07000081,23UE,Gloucester,,,1435,1161,781,1366,1312,789,454,303
E92000001,921,England,E12000009,K,South West,E07000082,23UF,Stroud,,,1230,1067,838,1202,1179,845,482,378
E92000001,921,England,E12000009,K,South West,E07000083,23UG,Tewkesbury,,,870,733,511,838,804,518,295,224
E92000001,921,England,E12000009,K,South West,E07000187,40UB,Mendip,,,1184,903,721,1138,1122,725,454,282
E92000001,921,England,E12000009,K,South West,E07000188,40UC,Sedgemoor,,,1357,1104,793,1309,1299,806,442,288
E92000001,921,England,E12000009,K,South West,E07000189,40UD,South Somerset,,,1777,1403,1030,1723,1680,1039,663,380
E92000001,921,England,E12000009,K,South West,E07000190,40UE,Taunton Deane,,,1117,905,667,1078,1063,674,397,258
E92000001,921,England,E12000009,K,South West,E07000191,40UF,West Somerset,,,327,260,159,314,x,163,74,43
